


🇨🇳央视频道,#genre#
CCTV6,http://38.75.136.137:98/gslb/dsdqpub/cctv6hd.m3u8?auth=testpub
CCTV7,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV8,http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub
CCTV9,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV10,http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
CCTV11,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV12,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV13,http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub
CCTV14,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV15,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub$500k
CCTV16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV17,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub






CCTV1,http://cssbyd.imwork.net:8082/hls/1/index.m3u8$720*576
CCTV2,http://cssbyd.imwork.net:8082/hls/2/index.m3u8
CCTV3,http://cssbyd.imwork.net:8082/hls/3/index.m3u8
CCTV4,http://cssbyd.imwork.net:8082/hls/4/index.m3u8
CCTV5,http://cssbyd.imwork.net:8082/hls/5/index.m3u8
CCTV5+,http://cssbyd.imwork.net:8082/hls/6/index.m3u8
CCTV6,http://cssbyd.imwork.net:8082/hls/7/index.m3u8
CCTV7,http://cssbyd.imwork.net:8082/hls/8/index.m3u8
CCTV8,http://cssbyd.imwork.net:8082/hls/9/index.m3u8
CCTV9,http://cssbyd.imwork.net:8082/hls/10/index.m3u8
CCTV10,http://cssbyd.imwork.net:8082/hls/11/index.m3u8
CCTV11,http://cssbyd.imwork.net:8082/hls/12/index.m3u8
CCTV12,http://cssbyd.imwork.net:8082/hls/13/index.m3u8
CCTV14,http://cssbyd.imwork.net:8082/hls/15/index.m3u8
CCTV15,http://cssbyd.imwork.net:8082/hls/16/index.m3u8






CCTV+,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+,http://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w744036192_b1000000.m3u8

1905电影网,http://xxwx.yoesun.com/xxw/1905电影网.php?id=cctv6


CCTV17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8




CCTV3,http://112.132.10.54:9901/tsfile/live/0003_1.m3u8
CCTV5,http://112.132.10.54:9901/tsfile/live/0005_1.m3u8
CCTV6,http://112.132.10.54:9901/tsfile/live/0006_1.m3u8
CCTV8,http://112.132.10.54:9901/tsfile/live/0008_1.m3u8







CCTV14,http://8.138.7.223/tv/gzjs.m3u8
CCTV14,http://8.138.7.223/tv/lotustv.m3u8




CCTV1,http://120.70.60.179:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://120.70.60.179:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://120.70.60.179:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://120.70.60.179:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://120.70.60.179:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://120.70.60.179:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://120.70.60.179:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://120.70.60.179:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://120.70.60.179:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://120.70.60.179:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV4,http://111.221.137.234:44330/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$1280
CCTV4,http://61.163.181.78:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://36.136.38.87:9901/tsfile/live/0004_1.m3u8$720
CCTV4,http://119.39.9.8:9901/tsfile/live/0004_1.m3u8



🇨🇳卫视频道可用,#genre#



四川卫视,http://222.214.208.34:59901/tsfile/live/0017_1.m3u8
东方卫视,http://222.214.208.34:59901/tsfile/live/0018_1.m3u8
云南卫视,http://222.214.208.34:59901/tsfile/live/0107_1.m3u8
广西卫视,http://222.214.208.34:59901/tsfile/live/0113_1.m3u8
山西卫视,http://222.214.208.34:59901/tsfile/live/0114_1.m3u8
贵州卫视,http://222.214.208.34:59901/tsfile/live/0120_1.m3u8
北京卫视,http://222.214.208.34:59901/tsfile/live/0122_1.m3u8
浙江卫视,http://222.214.208.34:59901/tsfile/live/0124_1.m3u8
广东卫视,http://222.214.208.34:59901/tsfile/live/0125_1.m3u8
深圳卫视,http://222.214.208.34:59901/tsfile/live/0126_1.m3u8
江苏卫视,http://222.214.208.34:59901/tsfile/live/0127_1.m3u8
湖南卫视,http://222.214.208.34:59901/tsfile/live/0128_1.m3u8
安徽卫视,http://222.214.208.34:59901/tsfile/live/0130_1.m3u8
山东卫视,http://222.214.208.34:59901/tsfile/live/0131_1.m3u8
湖北卫视,http://222.214.208.34:59901/tsfile/live/0132_1.m3u8
天津卫视,http://222.214.208.34:59901/tsfile/live/0135_1.m3u8
东南卫视,http://222.214.208.34:59901/tsfile/live/0137_1.m3u8
江西卫视,http://222.214.208.34:59901/tsfile/live/0138_1.m3u8
重庆卫视,http://222.214.208.34:59901/tsfile/live/0142_1.m3u8



金鹰卡通,http://cssbyd.imwork.net:8082/hls/14/index.m3u8
湖南卫视,http://cssbyd.imwork.net:8082/hls/17/index.m3u8
湖南电影,http://cssbyd.imwork.net:8082/hls/18/index.m3u8
湖南爱晚,http://cssbyd.imwork.net:8082/hls/19/index.m3u8
湖南娱乐,http://cssbyd.imwork.net:8082/hls/20/index.m3u8
江苏卫视,http://cssbyd.imwork.net:8082/hls/21/index.m3u8
浙江卫视,http://cssbyd.imwork.net:8082/hls/22/index.m3u8
北京卫视,http://cssbyd.imwork.net:8082/hls/23/index.m3u8
广东卫视,http://cssbyd.imwork.net:8082/hls/24/index.m3u8
东方卫视,http://cssbyd.imwork.net:8082/hls/25/index.m3u8
天津卫视,http://cssbyd.imwork.net:8082/hls/26/index.m3u8
江西卫视,http://cssbyd.imwork.net:8082/hls/27/index.m3u8
深圳卫视,http://cssbyd.imwork.net:8082/hls/28/index.m3u8
辽宁卫视,http://cssbyd.imwork.net:8082/hls/29/index.m3u8
东南卫视,http://cssbyd.imwork.net:8082/hls/30/index.m3u8
海南卫视,http://cssbyd.imwork.net:8082/hls/31/index.m3u8
湖北卫视,http://cssbyd.imwork.net:8082/hls/32/index.m3u8
广西卫视,http://cssbyd.imwork.net:8082/hls/33/index.m3u8
山东卫视,http://cssbyd.imwork.net:8082/hls/34/index.m3u8
重庆卫视,http://cssbyd.imwork.net:8082/hls/35/index.m3u8
云南卫视,http://cssbyd.imwork.net:8082/hls/36/index.m3u8
河南卫视,http://cssbyd.imwork.net:8082/hls/37/index.m3u8
黑龙江卫视,http://cssbyd.imwork.net:8082/hls/38/index.m3u8
贵州卫视,http://cssbyd.imwork.net:8082/hls/39/index.m3u8
河北卫视,http://cssbyd.imwork.net:8082/hls/40/index.m3u8
吉林卫视,http://cssbyd.imwork.net:8082/hls/41/index.m3u8
陕西卫视,http://cssbyd.imwork.net:8082/hls/42/index.m3u8
山西卫视,http://cssbyd.imwork.net:8082/hls/43/index.m3u8
内蒙古卫视,http://cssbyd.imwork.net:8082/hls/44/index.m3u8
宁夏卫视,http://cssbyd.imwork.net:8082/hls/45/index.m3u8
西藏卫视,http://cssbyd.imwork.net:8082/hls/46/index.m3u8
新疆卫视,http://cssbyd.imwork.net:8082/hls/47/index.m3u8
甘肃卫视,http://cssbyd.imwork.net:8082/hls/48/index.m3u8


内蒙古蒙语,http://1.24.39.180:9003/hls/16/index.m3u8
内蒙古卫视,http://1.24.39.180:9003/hls/17/index.m3u8
内蒙古蒙语2,http://1.24.39.180:9003/hls/18/index.m3u8
内蒙古新闻综合,http://1.24.39.180:9003/hls/19/index.m3u8
内蒙古经济生活,http://1.24.39.180:9003/hls/20/index.m3u8
内蒙古文体娱乐,http://1.24.39.180:9003/hls/21/index.m3u8
内蒙古农牧频道,http://1.24.39.180:9003/hls/22/index.m3u8
内蒙古少儿频道,http://1.24.39.180:9003/hls/23/index.m3u8
经济生活,http://1.24.39.180:9003/hls/24/index.m3u8
无效,http://1.24.39.180:9003/hls/25/index.m3u8
新闻综合,http://1.24.39.180:9003/hls/26/index.m3u8
内蒙古卫视,http://1.24.39.180:9003/hls/27/index.m3u8
湖南卫视,http://1.24.39.180:9003/hls/28/index.m3u8
浙江卫视,http://1.24.39.180:9003/hls/29/index.m3u8
江苏卫视,http://1.24.39.180:9003/hls/30/index.m3u8
安徽卫视,http://1.24.39.180:9003/hls/31/index.m3u8
贵州卫视,http://1.24.39.180:9003/hls/32/index.m3u8
天津卫视,http://1.24.39.180:9003/hls/33/index.m3u8
深圳卫视,http://1.24.39.180:9003/hls/34/index.m3u8
山东卫视,http://1.24.39.180:9003/hls/35/index.m3u8
云南卫视,http://1.24.39.180:9003/hls/36/index.m3u8
河南卫视,http://1.24.39.180:9003/hls/37/index.m3u8
黑龙江卫视,http://1.24.39.180:9003/hls/38/index.m3u8
四川卫视,http://1.24.39.180:9003/hls/39/index.m3u8
无效,http://1.24.39.180:9003/hls/40/index.m3u8
无效,http://1.24.39.180:9003/hls/41/index.m3u8
无效,http://1.24.39.180:9003/hls/42/index.m3u8
湖北卫视,http://1.24.39.180:9003/hls/43/index.m3u8
东方卫视,http://1.24.39.180:9003/hls/44/index.m3u8
无效,http://1.24.39.180:9003/hls/45/index.m3u8
东南卫视,http://1.24.39.180:9003/hls/46/index.m3u8
河北卫视,http://1.24.39.180:9003/hls/47/index.m3u8
广东卫视,http://1.24.39.180:9003/hls/48/index.m3u8

华数1,http://113.25.252.226:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
华数2,http://113.25.252.226:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://113.25.252.226:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://113.25.252.226:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://113.25.252.226:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://113.25.252.226:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://113.25.252.226:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://113.25.252.226:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://113.25.252.226:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://113.25.252.226:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://113.25.252.226:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://113.25.252.226:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://113.25.252.226:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://113.25.252.226:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://113.25.252.226:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://113.25.252.226:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://113.25.252.226:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://113.25.252.226:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://113.25.252.226:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://113.25.252.226:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://113.25.252.226:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
糊,http://113.25.252.226:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://113.25.252.226:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://113.25.252.226:9901/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
文体生活,http://113.25.252.226:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://113.25.252.226:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://113.25.252.226:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0





山东卫视,http://39.152.103.17:8089/tsfile/live/1018_1.m3u8
三沙卫视,http://39.152.103.17:8089/tsfile/live/1019_1.m3u8
kaku少儿,http://39.152.103.17:8089/tsfile/live/1020_1.m3u8
新动漫,http://39.152.103.17:8089/tsfile/live/1021_1.m3u8
教育,http://39.152.103.17:8089/tsfile/live/1022_1.m3u8
综合,http://39.152.103.17:8089/tsfile/live/1023_1.m3u8
辽宁卫视,http://39.152.103.17:8089/tsfile/live/1024_1.m3u8
辽宁都市,http://39.152.103.17:8089/tsfile/live/1025_1.m3u8
辽宁影视剧,http://39.152.103.17:8089/tsfile/live/1026_1.m3u8
辽宁体育休闲,http://39.152.103.17:8089/tsfile/live/1027_1.m3u8
辽宁生活,http://39.152.103.17:8089/tsfile/live/1028_1.m3u8
辽宁教育青少,http://39.152.103.17:8089/tsfile/live/1029_1.m3u8
辽宁北方,http://39.152.103.17:8089/tsfile/live/1030_1.m3u8
辽宁公共,http://39.152.103.17:8089/tsfile/live/1031_1.m3u8
辽宁经济,http://39.152.103.17:8089/tsfile/live/1032_1.m3u8
辽宁移动电视,http://39.152.103.17:8089/tsfile/live/1033_1.m3u8
北京卫视,http://39.152.103.17:8089/tsfile/live/1034_1.m3u8
天津卫视,http://39.152.103.17:8089/tsfile/live/1035_1.m3u8
东方卫视,http://39.152.103.17:8089/tsfile/live/1036_1.m3u8
浙江卫视,http://39.152.103.17:8089/tsfile/live/1037_1.m3u8
江苏卫视,http://39.152.103.17:8089/tsfile/live/1038_1.m3u8
安徽卫视,http://39.152.103.17:8089/tsfile/live/1039_1.m3u8
湖南卫视,http://39.152.103.17:8089/tsfile/live/1040_1.m3u8
贵州卫视,http://39.152.103.17:8089/tsfile/live/1041_1.m3u8
广东卫视,http://39.152.103.17:8089/tsfile/live/1042_1.m3u8
湖北卫视,http://39.152.103.17:8089/tsfile/live/1043_1.m3u8
四川卫视,http://39.152.103.17:8089/tsfile/live/1044_1.m3u8
CHC动作电影,http://39.152.103.17:8089/tsfile/live/1045_1.m3u8
海南卫视,http://39.152.103.17:8089/tsfile/live/1046_1.m3u8
吉林卫视,http://39.152.103.17:8089/tsfile/live/1047_1.m3u8
重庆卫视,http://39.152.103.17:8089/tsfile/live/1048_1.m3u8
深圳卫视,http://39.152.103.17:8089/tsfile/live/1049_1.m3u8
CETV1,http://39.152.103.17:8089/tsfile/live/1050_1.m3u8
金鹰卡通,http://39.152.103.17:8089/tsfile/live/1051_1.m3u8
金鹰纪实,http://39.152.103.17:8089/tsfile/live/1052_1.m3u8
北京纪实科教,http://39.152.103.17:8089/tsfile/live/1053_1.m3u8
黑龙江卫视,http://39.152.103.17:8089/tsfile/live/1055_1.m3u8
CCTV4中文国际欧洲,http://39.152.103.17:8089/tsfile/live/1056_1.m3u8
CCTV4中文国际美洲,http://39.152.103.17:8089/tsfile/live/1057_1.m3u8
CCTV电视指南,http://39.152.103.17:8089/tsfile/live/1058_1.m3u8
CCTV女性时尚,http://39.152.103.17:8089/tsfile/live/1068_1.m3u8
欢笑剧场4k,http://39.152.103.17:8089/tsfile/live/1069_1.m3u8
中华特产,http://39.152.103.17:8089/tsfile/live/1072_1.m3u8
CCTV16奥林匹克,http://39.152.103.17:8089/tsfile/live/1073_1.m3u8
茶频道,http://39.152.103.17:8089/tsfile/live/1074_1.m3u8
CCTV1,http://39.152.103.17:8089/tsfile/live/1075_1.m3u8
山西卫视,http://39.152.103.17:8089/tsfile/live/1076_1.m3u8
广西卫视,http://39.152.103.17:8089/tsfile/live/1077_1.m3u8
江西卫视,http://39.152.103.17:8089/tsfile/live/1078_1.m3u8
河北卫视,http://39.152.103.17:8089/tsfile/live/1079_1.m3u8
河南卫视,http://39.152.103.17:8089/tsfile/live/1080_1.m3u8
东南卫视,http://39.152.103.17:8089/tsfile/live/1081_1.m3u8
青海卫视,http://39.152.103.17:8089/tsfile/live/1082_1.m3u8
云南卫视,http://39.152.103.17:8089/tsfile/live/1083_1.m3u8
