112.27.235.94,#genre#
CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8
CCTV1,https://cc06.tv12.xyz/1.m3u8
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
CCTV1,http://yc.myds.me:35455/gaoma/cctv1.m3u8
CCTV1,http://nas.suntao.online:35455/itv/6000000001000029752.m3u8?cdn=wasusyt
CCTV1,http://183.94.1.118:8801/tsfile/live/0001_1.m3u8
CCTV1,http://120.192.226.35:8009/hls/501/index.m3u8
CCTV1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?
CCTV1,http://123.182.60.29:9002/hls/1/index.m3u8
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://36.105.100.208:35455/gaoma/cctv1.m3u8
CCTV1,http://iptv.0564.org:35455/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV1,http://mh0.asia:35455/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV1,http://3501776.xyz:35455/gaoma/cctv1.m3u8
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv1


分块50到100,#genre#

CCTV1,http://112.27.235.94:8000/hls/11/index.m3u8
CCTV1,http://39.164.160.249:9901/tsfile/live/0010_1.m3u8
CCTV1,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1030_1.m3u8
CCTV1,http://60.29.124.66:6080/hls/21/index.m3u8
CCTV1,http://183.11.239.36:808/hls/28/index.m3u8
CCTV1,https://cc06.tv12.xyz/11.m3u8
CCTV1,http://z.b.bkpcp.top/m.php?id=CCTV-10科教科教
CCTV1,http://goo.bkpcp.top/mg/cctv10
CCTV1,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv10hd
CCTV1,https://www.freetv.top/migu/624878405.m3u8?migutoken=e7e8abe9ae322869a93e8450014e08c5949217331c53007abb9f6eee64b06cc42f81828befee8b129005bcdebf805a1bbd19f0949e8329cf7ff4ab9379e930cfb8185ddf66c83b972ea6481e86
CCTV1,http://www.freetv.top/migu/624878405.m3u8?migutoken=994dc87ce4767211215bbc02fa208301259959a2d995deb9996c41b650e244fc75c3d5bae41d623bed5ba96aa38c7ea483d856771c119f74e8bb93fb60dc8304e146d0bf46405e88554d84e414
CCTV1,http://yc.myds.me:35455/gaoma/cctv10.m3u8
CCTV1,http://183.94.1.118:8801/tsfile/live/0010_1.m3u8
CCTV1,http://120.192.226.35:8009/hls/506/index.m3u8
CCTV1,http://123.182.60.29:9002/hls/10/index.m3u8
CCTV1,http://58.17.48.228:808/hls/10/index.m3u8
CCTV1,http://61.138.128.226:19901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://36.105.100.208:35455/gaoma/cctv10.m3u8
CCTV1,http://iptv.0564.org:35455/itv/1000000005000265010.m3u8?cdn=ystenlive
CCTV1,http://mh0.asia:35455/itv/1000000005000265010.m3u8?cdn=ystenlive
CCTV1,http://3501776.xyz:35455/gaoma/cctv10.m3u8
CCTV1,https://api.olelive.com/dis/live/CCTV10HD/hls.m3u8
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv10hd
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226449/1.m3u8
CCTV1,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/index.m3u8
CCTV1,http://112.27.235.94:8000/hls/12/index.m3u8
CCTV1,http://60.16.0.216:5757/hls/12/index.m3u8
CCTV1,http://39.164.160.249:9901/tsfile/live/0011_1.m3u8
CCTV1,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1031_1.m3u8
CCTV1,http://60.29.124.66:6080/hls/22/index.m3u8
CCTV1,http://183.11.239.36:808/hls/29/index.m3u8
CCTV1,https://cc06.tv12.xyz/12.m3u8
CCTV1,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226565
CCTV1,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv11
CCTV1,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227171/index.m3u8
CCTV1,http://yc.myds.me:35455/gaoma/cctv11.m3u8
CCTV1,https://stream1.freetv.fun/522d8760b9c0e8172aefbf6b1aac7030daf6f613fabce8b1d00a15416ad0b052.m3u8
CCTV1,http://lu.wqwqwq.sbs/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV1,http://183.94.1.118:8801/tsfile/live/0011_1.m3u8
CCTV1,http://120.192.226.35:8009/hls/11/index.m3u8
CCTV1,http://123.182.60.29:9002/hls/11/index.m3u8
CCTV1,http://61.138.128.226:19901/tsfile/live/0011_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://36.105.100.208:35455/gaoma/cctv11.m3u8
CCTV1,http://iptv.0564.org:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
分块3,#genre#
CCTV1,http://mh0.asia:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV1,http://3501776.xyz:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV1,https://api.olelive.com/dis/live/CCTV11HD/hls.m3u8
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv11
CCTV1,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225597/index.m3u8
CCTV1,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225597/index.m3u8
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8
CCTV1,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://112.27.235.94:8000/hls/13/index.m3u8
CCTV1,http://60.16.0.216:5757/hls/13/index.m3u8
CCTV1,http://115.207.211.178:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8
CCTV1,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1032_1.m3u8
CCTV1,http://183.11.239.36:808/hls/30/index.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV1,https://cc06.tv12.xyz/13.m3u8
CCTV1,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225731
CCTV1,http://z.b.bkpcp.top/m.php?id=CCTV-12社会与法社会与法
CCTV1,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8
CCTV1,https://www.freetv.top/migu/673168185.m3u8?migutoken=37acadb43b1d7932b0a1e8a4f2d01a06b42a10c31f3ccb417bae200ac3028f30a8110509f2cd6cd130aee4b21c85693aa49817f3381e4d28e140d8db1a20b6fecea22fec17a70ff1341efe6081
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv12
CCTV1,http://www.freetv.top/migu/673168185.m3u8?migutoken=21a3954b28c73a4240272889ec94c3318c23068f666c79e61379cb154a890e4e7e3c998a578b29a381972f128751898531cb713221ff95385afec91149321ad772e31489fa01e553c8223e976a
CCTV1,http://183.94.1.118:8801/tsfile/live/0012_1.m3u8
CCTV1,http://120.192.226.35:8009/hls/507/index.m3u8
CCTV1,http://123.182.60.29:9002/hls/12/index.m3u8
CCTV1,http://61.138.128.226:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://36.105.100.208:35455/gaoma/cctv12.m3u8
CCTV1,http://iptv.0564.org:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV1,http://mh0.asia:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV1,http://3501776.xyz:35455/gaoma/cctv12.m3u8
CCTV1,https://api.olelive.com/dis/live/CCTV12HD/hls.m3u8
CCTV1,http://175.171.30.26:5111/hls/397332519/index.m3u8
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv12
CCTV1,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226228/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2knJCFLHz_HqfBZXNGeA1A%7E_eNUb
CCTV1,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226228/1.m3u8
CCTV1,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8
CCTV1,http://112.27.235.94:8000/hls/14/index.m3u8
CCTV1,http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV1,http://60.16.0.216:5757/hls/14/index.m3u8
CCTV1,http://115.207.211.178:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://39.164.160.249:9901/tsfile/live/0013_1.m3u8
CCTV1,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8
CCTV1,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV1,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8
CCTV1,https://cc06.tv12.xyz/14.m3u8
CCTV1,http://106.53.99.30/tv/cctv13.php
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV1,http://j.x.bkpcp.top/jx/CCTV13HD
分块4,#genre#
CCTV1,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
CCTV1,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8
CCTV1,https://www.freetv.top/migu/608807423.m3u8?migutoken=ac19a58805588401a8e818b6dd00df9b327912af3611ba95f89235e7020821668a2b6dc65ccc3904967da59d0a9742565c56ea582baf8915d068035054818ef0f369dab64705a6a7f7120529ec
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv13
CCTV1,http://183.94.1.118:8801/tsfile/live/0013_1.m3u8
CCTV1,http://120.192.226.35:8009/hls/13/index.m3u8
CCTV1,http://123.182.60.29:9002/hls/13/index.m3u8
CCTV1,http://61.163.181.78:9901/tsfile/live/0013_1.m3u8
CCTV1,http://61.138.128.226:19901/tsfile/live/0013_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://36.105.100.208:35455/gaoma/cctv13.m3u8
CCTV1,http://iptv.0564.org:35455/gaoma/cctv13.m3u8
CCTV1,http://3501776.xyz:35455/gaoma/cctv13.m3u8
CCTV1,https://api.olelive.com/dis/live/CCTV13HD/hls.m3u8
CCTV1,http://60.29.124.66:6080/hls/23/index.m3u8
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv13
CCTV1,http://112.27.235.94:8000/hls/15/index.m3u8
CCTV1,http://60.16.0.216:5757/hls/15/index.m3u8
CCTV1,http://39.164.160.249:9901/tsfile/live/0014_1.m3u8
CCTV1,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1034_1.m3u8
CCTV1,http://1.24.190.98:10080/hls/14/index.m3u8
CCTV1,http://60.29.124.66:6080/hls/25/index.m3u8
CCTV1,https://cc06.tv12.xyz/15.m3u8
CCTV1,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV1,rtsp://103.251.96.71/PLTV/88888888/224/3221225783/10000100000000060000000000726027_0.smil?icpid=SSPID&amp;accounttype=1&amp;limitflux=-1&amp;limitdur=-1&amp;accountinfo=:20240213104135
CCTV1,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225732
CCTV1,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8
CCTV1,https://www.freetv.top/migu/624878440.m3u8?migutoken=239edad94ac0bbff14f123c7f8996ed7639110bd6cf64ec8ba8cf85842224956d452ec8b683385cb27f8a7685224a03e3aa4d914b8fe33249da9df699351b105c795452d03f2be0a1f1e39adb0
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv14
CCTV1,http://www.freetv.top/migu/624878440.m3u8?migutoken=303d044cf07163e1e2e8e4ecc8b6696ed836301cf573b626d3c00ec50cd362cc5e6a93afc2fd102cb883155554597d14eaa697edc9b0a30e56fc0115f81d8fbb8b87129e5bedad7d2173178f03
CCTV1,http://yc.myds.me:35455/gaoma/cctv14.m3u8
CCTV1,http://183.94.1.118:8801/tsfile/live/0014_1.m3u8
CCTV1,http://113.56.95.69:53765/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.182.60.29:9002/hls/14/index.m3u8
CCTV1,http://58.17.48.228:808/hls/14/index.m3u8
CCTV1,http://61.138.128.226:19901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://222.173.108.238:352/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://36.105.100.208:35455/gaoma/cctv14.m3u8
CCTV1,http://iptv.0564.org:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV1,http://mh0.asia:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV1,http://3501776.xyz:35455/gaoma/cctv14.m3u8
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv14
CCTV1,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8
CCTV1,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8
CCTV1,http://112.27.235.94:8000/hls/16/index.m3u8
CCTV1,http://39.164.160.249:9901/tsfile/live/0015_1.m3u8
CCTV1,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1035_1.m3u8
CCTV1,http://gmxw.7766.org:808/hls/102/index.m3u8
CCTV1,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8
CCTV1,https://cc06.tv12.xyz/16.m3u8
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8
CCTV1,https://www.freetv.top/migu/673168223.m3u8?migutoken=4e8d5766579c6bef231494cabd07e5b49d965804790214280c9791e4c331fd90311cb62ea43d3a1899229bfa57be4afe5a567b32a6b78153fc9a9801e28a39435e078b48c211e71d6083519be4
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv15
CCTV1,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227175/index.m3u8
分区5,#genre#
CCTV1,http://yc.myds.me:35455/gaoma/cctv15.m3u8
CCTV1,https://stream1.freetv.fun/d8c678257099a8f24e3bb33a4f9059014ddf1de229ef366a1870f56c11b57c90.m3u8
CCTV1,http://lu.wqwqwq.sbs/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV1,http://183.94.1.118:8801/tsfile/live/0015_1.m3u8
CCTV1,http://120.192.226.35:8009/hls/15/index.m3u8
CCTV1,http://123.182.60.29:9002/hls/15/index.m3u8
CCTV1,http://61.138.128.226:19901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://36.105.100.208:35455/gaoma/cctv15.m3u8
CCTV1,http://iptv.0564.org:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV1,http://mh0.asia:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV1,http://3501776.xyz:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV1,https://api.olelive.com/dis/live/CCTV15HD/hls.m3u8
CCTV1,http://60.29.124.66:6080/hls/26/index.m3u8
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv15
CCTV1,http://[2409:8087:1a01:df::4033]:80/TVOD/88888888/224/3221226127/main.m3u8
CCTV1,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225601/index.m3u8
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8
CCTV1,http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8
CCTV1,http://lt.hxtre.com:35455/gaoma/cctv16.m3u8
CCTV1,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV1,http://183.11.239.36:808/hls/169/index.m3u8
CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8
CCTV1,http://zqh2333.top:2222/rtp/239.93.55.54:5140
CCTV1,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226100
CCTV1,http://yc.myds.me:35455/gaoma/cctv16.m3u8
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8
CCTV1,https://stream1.freetv.fun/87de3fae6db73a08904421488de7b0ba39e5eccf12a85ec47f8ccfb0985d2fa7.m3u8
CCTV1,http://58.17.48.228:808/hls/25/index.m3u8
CCTV1,http://36.105.100.208:35455/gaoma/cctv16.m3u8
CCTV1,http://iptv.0564.org:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV1,http://mh0.asia:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV1,http://xxx.504900.xyz:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV1,https://api.olelive.com/dis/live/CCTV16HD/hls.m3u8
CCTV1,http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv16
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4332&tk=23a9aca1f79f
CCTV1,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://219.135.180.210:18888/hls/31/index.m3u8
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv16
CCTV1,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226100/index.m3u8
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226887/1.m3u8
CCTV1,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8
CCTV1,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000016/index.m3u8
CCTV1,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8
CCTV1,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1130_1.m3u8
CCTV1,http://183.11.239.36:808/hls/35/index.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000204.m3u8
CCTV1,https://cc06.tv12.xyz/17.m3u8
分区6,#genre#
CCTV1,http://zqh2333.top:2222/rtp/239.93.24.92:5140
CCTV1,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225765
CCTV1,https://www.freetv.top/migu/673168256.m3u8?migutoken=e7dc493273bb331a8b7e0d3c475924ad4706b90f18fd4775c1c134103274e9ad9d59015289e02877b65420a149fcae4f793ded0177cc600ac79d9a95a234e4a8db198072e6973c4a14c05c9dc6
CCTV1,http://yc.myds.me:35455/gaoma/cctv17.m3u8
CCTV1,http://nas.suntao.online:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV1,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227188/index.m3u8
CCTV1,http://36.105.100.208:35455/gaoma/cctv17.m3u8
CCTV1,http://iptv.0564.org:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV1,http://mh0.asia:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV1,http://3501776.xyz:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV1,https://api.olelive.com/dis/live/CCTV17HD/hls.m3u8
CCTV1,http://113.118.15.210:808/hls/35/index.m3u8
CCTV1,http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv17
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4821&tk=23a9aca1f79f
CCTV1,http://58.19.43.46:9901/tsfile/live/1047_1.m3u8
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv17
CCTV1,http://[2409:8087:1a01:df::4025]:80/TVOD/88888888/224/3221225708/main.m3u8
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8
CCTV1,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8?
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8?
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226942/1.m3u8?
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8?
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8?
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8?
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8?
CCTV1,https://live.mxdyeah.top/live.php?id=CCTVNewsHD
CCTV1,http://183.222.242.31:8088/hls/1/index.m3u8
CCTV1,http://183.222.242.31:8088/hls/10/index.m3u8
CCTV1,http://183.222.242.31:8088/hls/11/index.m3u8
