ceshi,#genre#
浙江电视台影视娱乐频道, http://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
浙江电视台影视娱乐频道, http://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
浙江6频道民生休闲频道, http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江6频道民生休闲频道, http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江新闻频道, http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江6频道民生休闲频道, http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江新闻频道, http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江新闻频道, http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江电视台少儿频道, http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江电视台少儿频道, http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江电视台少儿频道, http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江国际频道, http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际频道, http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际频道, http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
萧山综合频道, http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活频道, http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
余杭未来频道, http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
余杭新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
临平新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
象山电视台新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
余姚新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
苍南新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
余姚姚江文化频道, http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
文成新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
永嘉新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
绍兴文化影视频道, http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
绍兴电视台公共频道, http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴新闻综合频道, http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
新昌新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新昌生活频道, http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
上虞新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
嵊州新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
上虞文化影视频道, http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞新商都频道, http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
东阳影视生活频道, http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
武义新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
兰溪新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
龙游新闻综合频道, https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游生活娱乐频道, https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
开化新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
开化国家公园频道, http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
衢江新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
平湖新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖民生休闲频道, http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8

青田电视台, http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
遂昌新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
松阳新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
庆元新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
缙云新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8

龙泉新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
云和新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
普陀电视台, http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
嵊泗新闻综合频道, http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
菏泽一套新闻综合频道, http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
烟台公共频道, http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
菏泽二套经济生活频道, http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
烟台影视频道, http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
哈尔滨生活频道, http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨娱乐频道, http://stream.hrbtv.net/ylpd/sd/live.m3u8
哈尔滨新闻综合频道, http://stream.hrbtv.net/xwzh/sd/live.m3u8
上海东方购物频道, http://ocj2.kksmg.com/ocj1/ocj1.m3u8
上海东方购物频道, http://ocj2.kksmg.com/ocj1/ocj1.m3u8
哈尔滨影视频道, http://stream.hrbtv.net/yspd/sd/live.m3u8

文山新闻综合频道, http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
砚山电视台, http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel16/playlist.m3u8

西畴电视台, http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel11/playlist.m3u8
麻栗坡电视台, http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
广南电视台, http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel19/playlist.m3u8
文山公共频道, http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
富宁电视台, http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel13/playlist.m3u8
广安公共频道, http://live1.gatv.com.cn:85/live/GGPD.m3u8
广安新闻综合频道, http://live1.gatv.com.cn:85/live/XWZH.m3u8
广安公共频道, http://live1.gatv.com.cn:85/live/GGPD.m3u8
丘北电视台, http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
泸州公共频道, http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
泸州科教频道, http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
登封新闻综合频道, http://live.dxhmt.cn:9081/tv/10185-1.m3u8
新密新闻综合频道, http://live.dxhmt.cn:9081/tv/10183-2.m3u8
巩义新闻综合频道, http://live.dxhmt.cn:9081/tv/10181-1.m3u8
滑县一套新闻综合频道, http://live.dxhmt.cn:9081/tv/10526-1.m3u8
林州新闻综合频道, http://live.dxhmt.cn:9081/tv/10581-1.m3u8
内黄新闻综合频道, http://live.dxhmt.cn:9081/tv/10527-1.m3u8
荥阳新闻综合频道, http://live.dxhmt.cn:9081/tv/10182-1.m3u8
汤阴新闻综合频道, http://live.dxhmt.cn:9081/tv/10523-1.m3u8
汝阳综合频道, http://tvpull.dxhmt.cn:9081/tv/10326-1.m3u8
汝阳综合频道, http://tvpull.dxhmt.cn:9081/tv/10326-1.m3u8
宜阳综合频道, http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
宜阳综合频道, http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
新安电视台综合频道, http://tvpull.dxhmt.cn/tv/10323-1.m3u8
栾川新闻综合频道, http://live.dxhmt.cn:9081/tv/10324-1.m3u8
新安电视台综合频道, http://tvpull.dxhmt.cn/tv/10323-1.m3u8

淇县电视台, http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
淇县电视台, http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
浚县电视台, http://live.dxhmt.cn:9081/tv/10621-1.m3u8
长垣新闻综合频道, http://live.dxhmt.cn:9081/tv/10728-1.m3u8
新乡县新闻综合频道, http://live.dxhmt.cn:9081/tv/10721-1.m3u8
原阳新闻综合频道, http://live.dxhmt.cn:9081/tv/10725-1.m3u8
焦作新闻综合频道, http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
封丘一套新闻综合频道, http://live.dxhmt.cn:9081/tv/10727-1.m3u8
焦作公共频道, http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
沁阳新闻综合频道, http://live.dxhmt.cn:9081/tv/10882-1.m3u8
灵宝新闻综合频道, http://live.dxhmt.cn:9081/tv/11282-1.m3u8
武陟新闻综合频道, http://live.dxhmt.cn:9081/tv/10823-1.m3u8
义马新闻综合频道, http://live.dxhmt.cn:9081/tv/11281-1.m3u8
孟州新闻综合频道, http://live.dxhmt.cn:9081/tv/10883-1.m3u8
渑池新闻综合频道, http://live.dxhmt.cn:9081/tv/11221-1.m3u8
开封公共频道, http://live.dxhmt.cn:9081/tv/10200-3.m3u8
兰考新闻综合频道, http://live.dxhmt.cn:9081/tv/10225-1.m3u8
通许新闻综合频道, http://live.dxhmt.cn:9081/tv/10222-1.m3u8
尉氏新闻综合频道, http://live.dxhmt.cn:9081/tv/10223-1.m3u8
杞县新闻综合频道, http://live.dxhmt.cn:9081/tv/10221-1.m3u8
建安新闻综合频道, http://live.dxhmt.cn:9081/tv/11003-1.m3u8
开封公共频道, http://live.dxhmt.cn:9081/tv/10200-3.m3u8
永城新闻综合频道, http://live.dxhmt.cn:9081/tv/11481-1.m3u8
郏县新闻综合频道, http://live.dxhmt.cn:9081/tv/10425-1.m3u8
襄城新闻综合频道, http://live.dxhmt.cn:9081/tv/11025-1.m3u8
鄢陵新闻综合频道, http://live.dxhmt.cn:9081/tv/11024-1.m3u8
宝丰新闻综合频道, http://live.dxhmt.cn:9081/tv/10421-1.m3u8
鲁山新闻综合频道, http://live.dxhmt.cn:9081/tv/10423-1.m3u8


舞钢一套新闻综合频道,http://live.dxhmt.cn:9081/tv/10481-1.m3u8
叶县电视台一套,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
鹿邑综合频道,http://live.dxhmt.cn:9081/tv/11628-1.m3u8
项城综合频道,http://live.dxhmt.cn:9081/tv/11681-1.m3u8
西华综合频道,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
西华综合频道,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
沈丘新闻综合频道,http://live.dxhmt.cn:9081/tv/11624-1.m3u8
郸城新闻综合频道,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
舞阳新闻综合频道,http://live.dxhmt.cn:9081/tv/11121-1.m3u8
方城一套新闻综合频道,http://live.dxhmt.cn:9081/tv/11322-1.m3u8
唐河一套新闻综合频道,http://live.dxhmt.cn:9081/tv/11328-1.m3u8
淅川新闻综合频道,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
新野新闻综合频道,http://live.dxhmt.cn:9081/tv/11329-1.m3u8
镇平新闻综合频道,http://live.dxhmt.cn:9081/tv/11324-1.m3u8
平舆新闻综合频道,http://live.dxhmt.cn:9081/tv/11723-1.m3u8
上蔡一套新闻综合频道,http://live.dxhmt.cn:9081/tv/11722-1.m3u8
遂平一套新闻综合频道,http://live.dxhmt.cn:9081/tv/11728-1.m3u8
新蔡新闻综合频道,http://live.dxhmt.cn:9081/tv/11729-1.m3u8
西平新闻综合频道,http://live.dxhmt.cn:9081/tv/11721-1.m3u8
淮滨新闻综合频道,http://live.dxhmt.cn:9081/tv/11527-1.m3u8
光山新闻综合频道,http://live.dxhmt.cn:9081/tv/11522-1.m3u8
潢川新闻综合频道,http://live.dxhmt.cn:9081/tv/11526-1.m3u8
罗山新闻综合频道,http://live.dxhmt.cn:9081/tv/11521-1.m3u8
商城新闻综合频道,http://live.dxhmt.cn:9081/tv/11524-1.m3u8
新县新闻综合频道,http://live.dxhmt.cn:9081/tv/11523-1.m3u8
济源电视台一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
荆门新闻频道,https://stream.jmtv.com.cn/xwzh/playlist.m3u8?_upt=9f2185b81719052160
荆门新闻频道,https://stream.jmtv.com.cn/xwzh/playlist.m3u8?_upt=9f2185b81719052160
荆门公共频道,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8
荆门教育频道,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
荆门教育频道,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
孝感公共频道,http://live.yingxi.tv/channel1/sd/live.m3u8
三明一套新闻综合频道,http://stream.smntv.cn/smtv1/sd/live.m3u8
三明二套公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8
漳州一套新闻综合频道,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
重庆新闻频道,https://sjlivecdn9.cbg.cn/202406221614/app_2/_definst_/ls_3.stream/chunklist.m3u8
重庆时尚购物频道,https://tvlive.ugoshop.com/ugotvlive/ssgotv.m3u8?auth_key=2312509421-0-0-6642ec3645caa943da6855a9ef7e2129
荣昌综合频道,http://183.64.181.25:40023/rongchang01.m3u8
万州综合频道,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
万州综合频道,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
万州三峡移民频道,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
万州三峡移民频道,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
万州影视文艺频道,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
万州科教频道,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
开州综合频道,https://qxlmlive9.cbg.cn/applive/kzpd01/chunklist.m3u8
垫江综合频道,http://125.62.24.185:80/1.m3u8
忠县综合频道,https://qxlmlive9.cbg.cn/applive/zxtv2/chunklist.m3u8
忠县文旅频道,https://qxlmlive9.cbg.cn/applive/zxtv2/chunklist.m3u8
石家庄新闻综合频道,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8
石家庄娱乐频道,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
石家庄生活频道,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
石家庄都市频道,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8
邯郸新闻综合频道,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
邯郸公共频道,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
邯郸公共频道,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
保定一套,http://live.bdgdw.com/channel1/playlist.m3u8?_upt=eec5e79f1719052867
保定二套公共频道,http://live.bdgdw.com/channel2/playlist.m3u8?_upt=da8ea3641719052876
保定三套,http://live.bdgdw.com/channel3/playlist.m3u8?_upt=9de1f7a81719052881
沧州电视台一套,http://czlive.czgd.tv:85/live/xnyt.m3u8
沧州电视台二套,http://czlive.czgd.tv:85/live/xnet.m3u8
沧州电视台三套,http://czlive.czgd.tv:85/live/xnst.m3u8
张家口一套新闻综合频道,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8
张家口二套公共频道,http://nlive.zjkgdcs.com:8091/live/zjktv2.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边一套新闻综合频道,https://live.ybtvyun.com/video/s10006-ff4eb5dba33d/index.m3u8
延边二套汉语综合频道,https://live.ybtvyun.com/video/s10006-e9c6f9e4d53b/index.m3u8
广西都市频道,https://mobilelive.gxtv.cn/live/nn_live1006/playlist.m3u8
广西国际频道,https://mobilelive.gxtv.cn/live/nn_live1009/playlist.m3u8
广西影视频道,https://mobilelive.gxtv.cn/live/nn_live1003/playlist.m3u8
广西综艺旅游频道,https://mobilelive.gxtv.cn/live/nn_live1005/playlist.m3u8
广西乐思购频道,https://mobilelive.gxtv.cn/live/nn_live1002/playlist.m3u8
广西移动频道,https://mobilelive.gxtv.cn/live/gxyd/playlist.m3u8
广西新闻频道,https://mobilelive.gxtv.cn/live/nn_live1007/playlist.m3u8
南宁新闻综合频道,http://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁新闻综合频道,http://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁都市生活频道,http://hls.nntv.cn/nnlive/WLSH_24.m3u8
南宁都市生活频道,http://hls.nntv.cn/nnlive/WLSH_24.m3u8
南宁影视娱乐频道,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
南宁公共频道,http://hls.nntv.cn/nnlive/GGPD_24.m3u8
南宁公共频道,http://hls.nntv.cn/nnlive/GGPD_24.m3u8
隆安电视台,https://hls.nntv.cn/nnlive/LATV_24.m3u8
宾阳电视台,https://live.gxrb.com.cn/gx/binyang/index.m3u8
贺州电视台综合频道,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
融水电视台,https://live.gxrb.com.cn/gx/rongshui/index.m3u8
田东电视台,https://live.gxrb.com.cn/gx/tiandong/index.m3u8
凌云电视台,https://live.gxrb.com.cn/gx/lingyun/index.m3u8
靖西电视台,https://live.gxrb.com.cn/gx/jingxi/index.m3u8
梧州新闻综合频道,http://live.wzrtv.cn:80/xwzh1/sd/live.m3u8
梧州公共频道,http://live.wzrtv.cn:80/ggpd1/sd/live.m3u8
梧州教育生活频道,http://live.wzrtv.cn:80/jysh1/sd/live.m3u8
巴马电视台,https://live.gxrb.com.cn/gx/bama/index.m3u8
都安电视台,https://live.gxrb.com.cn/gx/duan/index.m3u8
崇左综合频道,https://live.gxrb.com.cn/gx/chongzuo/index.m3u8
崇左综合频道,https://live.gxrb.com.cn/gx/chongzuo/index.m3u8
龙州电视台,https://live.gxrb.com.cn/gx/longzhou/index.m3u8
北海新闻综合频道,https://live.gxrb.com.cn/gx/beihai/index.m3u8
山西经济与科技频道,https://livehhhttps.sxrtv.com/lsdream/4j01KWX/800/q814500.m3u8
山西影视频道,https://livehhhttps.sxrtv.com/lsdream/Md571Kv/800/98iM5x0.m3u8
山西社会与法治频道,https://livehhhttps.sxrtv.com/lsdream/p4y5do9/500/e3dp5y0.m3u8
山西文体生活频道,https://livehhhttps.sxrtv.com/lsdream/Y00Xezi/800/i59Y500.m3u8
优购物电视购物,https://tvlive.ugoshop.com/ugotvlive/ugotv01.m3u8?auth_key=2312509421-0-0-f8f7e886fe98ee0a0c01458710bf26d3
黄河电视台,https://livehhhttps.sxrtv.com/lsdream/lce1mC4/800/y3tl5e0.m3u8
大同1套新闻综合频道,https://live.dtradio.com.cn/xwzh/playlist.m3u8?_upt=82dbe6391719053587
大同2套公共频道,https://live.dtradio.com.cn/ggpd/playlist.m3u8?_upt=c26269821719053594
大同3套煤都生活频道,https://live.dtradio.com.cn/mdsh/playlist.m3u8?_upt=04da4b671719053600
运城一套新闻综合频道,http://live.0359tv.com/lsdream/ss4Lj11/live.m3u8
运城二套公共频道,http://live.0359tv.com/lsdream/t667aTY/live.m3u8
运城三套科教频道,http://live.0359tv.com/lsdream/p5eq48m/live.m3u8
陕西一套新闻资讯频道,http://stream.snrtv.com/sxbc-1-jnxDV4.m3u8
陕西二套都市青春频道,http://stream.snrtv.com/sxbc-2-jswyM6.m3u8
陕西三套生活频道,http://stream.snrtv.com/sxbc-3-txJKL6.m3u8
陕西五套公共频道,http://stream.snrtv.com/sxbc-5-psuvFI.m3u8
陕西七套体育休闲频道,http://stream.snrtv.com/sxbc-7-hjvy59.m3u8
陕西农林卫视,http://stream.snrtv.com/sxbc-nl-exzIP9.m3u8
陕西卫视,http://stream.snrtv.com/sxbc-star-uAGMRT.m3u8
陕西卫视,http://stream.snrtv.com/sxbc-star-uAGMRT.m3u8
延安一套新闻综合频道,http://lives.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8
延安二套公共频道,http://lives.cloud.yanews.cn/video/s10001-YATV-1/index.m3u8
宁夏公共频道,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8
宁夏经济频道,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8
宁夏少儿频道,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
宁夏电视台影视频道,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8
海南电视台经济频道,https://live2.hnntv.cn/srs/tv/xwpd.m3u8?_upt=4b284ca01719048606
海南公共频道,https://live2.hnntv.cn/srs/tv/ggpd.m3u8?_upt=0d95fcef1719048644
海南少儿频道,https://live2.hnntv.cn/srs/tv/sepd.m3u8?_upt=c26797e71719049964
海南文旅频道,https://live2.hnntv.cn/srs/tv/wlpd.m3u8?_upt=602e0c861719048639
海口二套生活娱乐频道,http://183.255.46.4:16080/live/tv2502.m3u8
UTV1乌鲁木齐新闻综合频道,http://pili-live-hls.xjwlmqapp2019.sobeylive.com/xjwlmqapp2019/xwzh.m3u8
鄂托克旗电视台,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8
鄂托克旗电视台,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8
赤峰新闻综合频道,http://stream.cfrtv.cn/cfzh/sd/live.m3u8?_upt=7b4c46ee1719054747
赤峰影视娱乐频道,http://stream.cfrtv.cn/cfys/sd/live.m3u8?_upt=191627381719054755
赤峰经济服务频道,http://stream.cfrtv.cn/cfjj/sd/live.m3u8?_upt=99bb84fe1719054761
乌兰察布生活频道,http://pluslive.wrbtv.cn/wrbtv3/sd/live.m3u8
贵州2频道公共频道,http://9bwaz8y2.gzstv.com/live/CH02_lo.m3u8?txSecret=4437fc3a1b93335c87b90080fa50d47a&txTime=66769396
贵州2频道公共频道,http://9bwaz8y2.gzstv.com/live/CH02_lo.m3u8?txSecret=4437fc3a1b93335c87b90080fa50d47a&txTime=66769396
贵州3频道影视文艺频道,http://9bwaz8y2.gzstv.com/live/CH03_lo.m3u8?txSecret=c9dde26ec1f566af8c1b1b7d2ea32367&txTime=66769673
贵州3频道影视文艺频道,http://9bwaz8y2.gzstv.com/live/CH03_lo.m3u8?txSecret=c9dde26ec1f566af8c1b1b7d2ea32367&txTime=66769673
贵州4频道大众生活频道,http://9bwaz8y2.gzstv.com/live/CH04_lo.m3u8?txSecret=a3608b91dd7b923de5c410b1bd6f42c0&txTime=6676967A
贵州4频道大众生活频道,http://9bwaz8y2.gzstv.com/live/CH04_lo.m3u8?txSecret=a3608b91dd7b923de5c410b1bd6f42c0&txTime=6676967A
贵州5频道,http://9bwaz8y2.gzstv.com/live/CH05_lo.m3u8?txSecret=c5f291cc159908812d69286c636a45c2&txTime=66769682
贵州5频道,http://9bwaz8y2.gzstv.com/live/CH05_lo.m3u8?txSecret=c5f291cc159908812d69286c636a45c2&txTime=66769682
贵州6频道科教健康频道,http://9bwaz8y2.gzstv.com/live/CH06_lo.m3u8?txSecret=42e66b35a9172b29b0a64970357ce66d&txTime=6676953A
贵州6频道科教健康频道,http://9bwaz8y2.gzstv.com/live/CH06_lo.m3u8?txSecret=42e66b35a9172b29b0a64970357ce66d&txTime=6676953A
贵州移动电视频道,https://9bwaz8y2.gzstv.com/live/CH13_lo.m3u8?txSecret=4d7a635dd9f56440f600f5e29e7ac891&txTime=66769696
遵义新闻综合频道,http://pluslive.zunyifb.com/xwpd/playlist.m3u8?_upt=c4dde1371719055056
遵义都市频道,http://pluslive.zunyifb.com/dspd/playlist.m3u8?_upt=383250701719055062
遵义公共频道,http://pluslive.zunyifb.com/ggpd/playlist.m3u8?_upt=39ffc8181719055068
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=be54a04d1719055140
青海经视频道,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=0d037af01719040871
